StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q125,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q4,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,Q145,Q146_First Click,Q146_Last Click,Q146_Page Submit,Q146_Click Count,Q156,Q157_First Click,Q157_Last Click,Q157_Page Submit,Q157_Click Count,Q167,Q168_First Click,Q168_Last Click,Q168_Page Submit,Q168_Click Count,Q178,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,Q225,Q226_First Click,Q226_Last Click,Q226_Page Submit,Q226_Click Count,Q227,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q229,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,Q231,Q232_First Click,Q232_Last Click,Q232_Page Submit,Q232_Click Count,Q5_1,Q6_1,Q227,Q229,Q231,Q233,Q235,Q237,Q104,Q47,Q48,Q132,Q105,Q127,Q128,Q133,Q52,Q129,Q130,Q134,Q92,Q97,Q98,Q99,Q100,Q8_1,Q62_1,Q63_1,Q64_1,Q83_1,Q66_1,Q67_1,Q68_1,Q69_1,Q74_1,Q75_1,Q76_1,Q77_1,Q80_1,Q81_1,Q91,Q38,Q40_1,Carta1_DO,Forbice1_DO,Sasso1_DO,Forbice2_DO,Carta2_DO,Sasso2_DO,Forbice3_DO,Carta3_DO,Sasso3_DO,Forbice4_DO,Carta4_DO,Sasso4_DO,Forbice5_DO,Carta5_DO,Sasso5_DO,Sasso6_DO,Carta6_DO,Forbice6_DO,Sasso7_DO,Carta7_DO,Forbice7_DO,Sasso8_DO,Carta8_DO,Forbice8_DO,Carta9_DO,Sasso9_DO,Forbice9_DO,Sasso10_DO,Carta10_DO,Forbice10_DO
2021-04-15 10:57:37,2021-04-15 11:11:00,0,93.66.253.210,100,802,1,2021-04-15 11:11:00,R_pa3lHaFsGa9n11n,,,,,45.4936981201172,12.2449951171875,anonymous,EN,seba2109,2,5.572,5.572,6.328,1,1,0.827,0.827,1.689,1,3,0.653,0.653,1.274,1,3,2.341,2.341,2.978,1,1,0.946,0.946,1.799,1,2,0.617,1.441,1.821,2,2,1.046,1.046,1.802,1,2,1.103,1.103,2.282,1,2,0.419,0.419,1.268,1,2,0.439,0.439,1.284,1,40,60,2,2,2,2,2,2,3,6,5,3,3,1,4,3,4,5,4,8,3,2,2,2,3,3,2,0,1,2,1,2,1,1,4,3,2,1,2,1,m,22,58,,,forbice,,carta,,carta,,,carta,,,,forbice,sasso,sasso,,,forbice,,,carta,,,,sasso,,carta,,
2021-04-15 10:58:02,2021-04-15 11:11:09,0,94.141.11.226,100,787,1,2021-04-15 11:11:09,R_3R1xqhN7jAMuCCz,,,,,45.6495971679688,11.7866973876953,anonymous,EN,FOPA1303,1,23.871,25.93,27.01,2,1,4.372,4.372,6.137,1,1,1.731,1.731,3.236,1,1,5.478,5.478,6.687,1,2,4.011,4.011,5.204,1,3,1.27,1.27,3.201,1,1,4.349,4.349,5.582,1,2,4.468,4.468,5.748,1,3,6.448,6.448,7.736,1,1,5.589,5.589,7.111,1,20,80,1,1,1,1,1,1,5,3,3,2,3,3,3,2,5,4,3,8,3,1,2,2,1,,1,,,,,2,,,2,,1,,,6,Maschio,29,64,carta,,,,carta,,,forbice,,,forbice,,,,carta,,,carta,,sasso,,forbice,,,,,Q209,,forbice,
2021-04-15 10:57:37,2021-04-15 11:11:09,0,151.51.97.61,100,811,1,2021-04-15 11:11:10,R_2sX81foyUpr4bvS,,,,,45.4096069335938,11.8946990966797,anonymous,EN,gipa1205,3,7.736,7.736,9.67,1,2,0.815,0.815,2.426,1,2,1.033,1.033,3.018,1,2,1.501,1.501,3.109,1,2,0.889,0.889,2.583,1,2,0.98,0.98,2.256,1,2,0.846,0.846,2.373,1,2,0.768,0.768,2.248,1,2,0.844,0.844,2.334,1,2,0.869,0.869,2.476,1,100,61,1,1,1,1,1,1,4,3,4,4,3,2,5,2,4,3,3,3,3,2,2,2,2,2,1,,2,3,,,1,,6,2,,1,3,6,M,23,48,,sasso,,,,sasso,,,carta,,,sasso,,,forbice,carta,,,sasso,,,forbice,,,,forbice,,forbice,,
2021-04-15 10:57:36,2021-04-15 11:11:15,0,95.236.188.46,100,819,1,2021-04-15 11:11:16,R_3KTvJovcA7oQOdI,,,,,45.4129943847656,11.8805999755859,anonymous,EN,dava3006,2,3.55,3.55,4.633,1,2,1.526,1.526,3.802,1,3,2.805,2.805,4.008,1,2,1.347,1.347,2.935,1,1,1.681,2.993,3.981,2,1,3.635,3.635,4.373,1,1,1.645,1.645,2.64,1,3,3.733,3.733,4.625,1,2,3.886,3.886,4.82,1,2,3.805,4.875,5.134,2,70,100,5,1,3,3,4,5,2,5,4,3,1,1,8,3,5,6,1,5,3,2,2,2,2,0,3,0,3,2,0,0,0,4,5,0,2,0,0,1,Maschio,22,66,,,forbice,,,carta,carta,,,,,carta,,forbice,sasso,,forbice,,,sasso,,,,forbice,,sasso,,forbice,,
2021-04-15 10:57:37,2021-04-15 11:11:19,0,2.37.179.32,100,821,1,2021-04-15 11:11:19,R_xxAdiCkYEUQXE1H,,,,,45.4096069335938,11.8946990966797,anonymous,EN,gici0112,2,2.162,2.162,5.168,1,3,3.193,3.193,4.72,1,1,2.485,2.485,3.763,1,1,3.529,6.019,7.293,2,3,2.121,2.121,3.483,1,2,2.133,2.133,4.258,1,3,1.324,1.324,2.864,1,3,1.415,1.415,2.595,1,3,1.006,1.006,2.255,1,3,0.859,0.859,1.936,1,90,70,5,5,5,5,5,5,5,4,2,2,3,3,8,8,5,4,3,8,2,2,2,2,2,6,7,0,5,2,2,4,,1,5,2,4,0,2,7,F,21,51,,,carta,carta,,,,sasso,,,carta,,carta,,,carta,,,,,carta,,,carta,,,Q209,,,carta
2021-04-15 10:57:41,2021-04-15 11:11:28,0,151.61.87.83,100,826,1,2021-04-15 11:11:28,R_2QrmK3O93G7OAKa,,,,,45.9544982910156,12.6578063964844,anonymous,EN,eltv2509,1,2.514,2.514,5.456,1,3,5.735,5.735,9.181,1,2,3.359,3.359,5.031,1,2,3.416,3.416,4.894,1,2,1.25,1.25,2.927,1,2,0.552,0.552,1.583,1,1,0.819,0.819,1.81,1,2,0.544,0.544,1.407,1,3,1.552,1.552,2.359,1,3,1.249,1.249,4.296,1,65,80,6,5,4,2,3,5,2,1,4,3,1,1,8,3,4,2,5,8,4,3,2,2,2,0,1,0,1,2,0,0,0,0,2,0,0,0,1,1,maschio,21,23,sasso,,,sasso,,,,,forbice,,,forbice,,,forbice,carta,,,,sasso,,sasso,,,,,sasso,,,forbice
2021-04-15 10:57:52,2021-04-15 11:12:09,0,151.61.144.32,100,856,1,2021-04-15 11:12:09,R_WCFtVFcRhWndzGN,,,,,44.4214019775391,11.9109039306641,anonymous,EN,mapd0201,1,2.071,2.071,3.173,1,3,4.945,4.945,6.402,1,3,1.924,1.924,3.134,1,2,2.936,2.936,4.372,1,1,1.383,1.383,2.569,1,3,1.82,1.82,3.12,1,1,3.106,3.106,4.725,1,2,22.293,22.293,23.567,1,1,9.8,9.8,11.205,1,1,7.878,7.878,9.178,1,71,31,5,1,5,3,1,4,4,5,3,4,3,3,8,4,4,4,8,8,3,2,3,2,1,0,0,1,0,0,0,1,0,0,4,1,0,0,0,2,maschile,22,42,forbice,,,sasso,,,sasso,,,,,forbice,,sasso,sasso,,,forbice,,carta,,carta,,,carta,,,,sasso,
2021-04-15 10:58:09,2021-04-15 11:12:20,0,93.51.172.34,100,850,1,2021-04-15 11:12:20,R_cwG0LmRS0O36myt,,,,,45.4096069335938,11.8946990966797,anonymous,EN,padu0605,2,35.487,37.359,38.366,2,1,0.515,0.515,1.818,1,2,0.515,0.515,2.148,1,1,0.374,0.374,1.602,1,1,0.666,0.666,1.944,1,3,0.981,0.981,1.917,1,2,0.505,0.505,2.07,1,1,0.826,0.826,1.847,1,3,0.795,0.795,1.875,1,2,1.006,1.006,1.864,1,51,7,1,1,1,,5,5,7,3,4,5,5,2,2,3,5,2,3,3,2,2,3,3,2,2,4,1,7,7,,10,5,10,5,1,1,2,2,2,M,26,53,,,forbice,,forbice,,,,sasso,,forbice,,,forbice,sasso,,,sasso,carta,,,,sasso,,,,forbice,forbice,,
2021-04-15 10:58:40,2021-04-15 11:14:02,0,79.10.155.3,100,921,1,2021-04-15 11:14:03,R_pAdowHTU1HwaxTb,,,,,45.4096069335938,11.8946990966797,anonymous,EN,MaPr2805,2,3.813,3.813,4.822,1,3,3.021,3.021,3.961,1,3,3.547,4.38,5.096,2,2,3.616,4.174,5.378,2,1,2.417,2.417,3.308,1,2,3.187,3.187,4.096,1,3,1.125,1.125,2.006,1,2,1.36,1.36,2.22,1,1,1.387,3.109,4.033,2,1,1.072,1.072,2.352,1,25,10,5,3,5,3,2,2,5,2,8,3,4,2,2,4,5,2,8,4,3,2,2,2,2,8,1,1,6,6,7,1,2,1,2,4,1,1,2,8,Maschio,21,71,,,forbice,carta,,,forbice,,,,,forbice,,sasso,sasso,carta,,,,,sasso,forbice,,,carta,,,,forbice,
2021-04-15 10:58:28,2021-04-15 11:14:20,0,93.34.230.135,100,952,1,2021-04-15 11:14:21,R_1itAkD3wxMahbSM,,,,,45.4129943847656,11.8805999755859,anonymous,EN,maca0703,1,50.189,163.637,164.414,2,2,0.456,0.456,0.998,1,2,0.696,1.256,1.671,2,1,0.505,1.121,1.526,2,3,0.469,0.469,1.115,1,2,0.461,0.461,1.059,1,1,0.488,0.488,1.006,1,3,0.329,0.977,1.311,3,2,0.415,0.415,0.98,1,2,0.429,0.429,1.067,1,43,39,1,1,1,1,1,1,5,3,3,3,3,3,3,2,5,4,3,8,2,2,2,2,2,2,0,,,,,2,,,4,3,3,,1,8,maschio,22,68,sasso,,,,,sasso,,,carta,,carta,,forbice,,,carta,,,,sasso,,,,forbice,,carta,,carta,,
2021-04-15 10:57:58,2021-04-15 11:14:21,0,95.232.244.206,100,983,1,2021-04-15 11:14:21,R_1gG59cIezoaE3oL,,,,,45.6741943359375,12.1638946533203,anonymous,EN,daco1007,2,27.444,27.444,29.996,1,2,10.009,10.009,11.458,1,1,1.447,1.447,2.902,1,1,8.022,8.022,9.934,1,2,1.302,1.302,2.962,1,2,1.131,1.131,2.467,1,3,1.028,1.028,2.48,1,3,0.953,0.953,2.367,1,3,1.649,1.649,2.848,1,1,8.187,8.187,9.427,1,85,80,1,1,1,1,1,1,7,3,4,2,6,4,4,3,7,3,5,2,2,1,2,3,2,1,1,0,1,1,2,0,1,0,7,5,0,0,1,5,Maschio,21,37,,,sasso,,,sasso,,forbice,,,sasso,,,,carta,carta,,,,,carta,,,forbice,,,sasso,,sasso,
2021-04-15 10:57:40,2021-04-15 11:14:48,0,194.4.43.243,100,1027,1,2021-04-15 11:14:48,R_cIaUQo1YtIk2PYJ,,,,,45.0276031494141,11.6414031982422,anonymous,EN,firo2307,1,14.555,15.898,16.812,3,2,20.624,20.624,21.672,1,3,15.236,15.236,16.056,1,2,12.44,12.44,13.792,1,3,0.978,0.978,1.95,1,1,8.458,8.458,9.396,1,2,1.061,1.061,1.95,1,3,0.802,0.802,1.656,1,1,0.614,0.614,1.528,1,1,13.575,14.359,14.799,2,0,100,5,1,1,1,1,1,2,3,8,8,5,1,8,8,4,4,8,8,3,1,3,2,4,3,1,,,,,,,2,3,3,2,,,8,Maschio,21,29,forbice,,,,,carta,carta,,,,,sasso,carta,,,,carta,,sasso,,,,,forbice,carta,,,,sasso,
2021-04-15 10:57:37,2021-04-15 11:15:23,0,93.34.231.199,100,1066,1,2021-04-15 11:15:24,R_3HCajwTDihWThqt,,,,,45.4096069335938,11.8946990966797,anonymous,EN,DIPA2005,2,1.167,1.167,2.645,1,3,1.038,1.038,1.87,1,3,0.71,0.71,1.497,1,3,0.603,0.603,1.375,1,1,1.461,1.461,2.746,1,2,0.962,0.962,1.957,1,1,0.782,3.959,5.047,2,2,1.072,2.482,3.758,2,2,0.693,0.693,2.351,1,2,0.609,3.085,3.981,3,80,10,2,1,3,1,1,1,7,6,2,5,5,3,2,5,6,6,3,4,2,1,4,2,4,4,6,1,1,1,2,4,1,0,1,6,5,1,1,9,Maschio,21,31,,,forbice,sasso,,,carta,,,sasso,,,,carta,sasso,carta,,,,sasso,,carta,,,,carta,,carta,,
2021-04-15 10:58:19,2021-04-15 11:15:57,0,82.60.122.228,100,1057,1,2021-04-15 11:15:57,R_1o2e2BaySrCbvUE,,,,,45.7666015625,11.7308959960938,anonymous,EN,niab2001,1,8.351,8.351,9.711,1,2,1.541,1.541,2.633,1,1,1.352,1.352,2.976,1,3,3.102,3.102,3.939,1,1,1.249,1.249,2.353,1,2,1.276,1.276,2.245,1,3,80.531,80.531,81.582,1,2,1.233,1.571,2.549,2,1,1.301,1.301,2.415,1,3,0.76,2.161,3.047,2,45,20,1,1,1,1,1,1,4,4,8,2,3,3,8,3,5,4,4,2,2,2,2,1,2,,,,,,,,,,8,,,,7,8,m,21,80,carta,,,,,sasso,,carta,,forbice,,,,carta,sasso,forbice,,,,,forbice,forbice,,,sasso,,,,,sasso
2021-04-15 10:57:50,2021-04-15 11:16:59,0,93.70.88.148,100,1149,1,2021-04-15 11:16:59,R_enBCDS2bO0SpJWp,,,,,45.4317016601563,10.9859008789063,anonymous,EN,anth1411,1,5.38,5.38,30.342,1,2,5.675,5.675,8.012,1,1,1.502,10.34,11.744,2,3,5.225,5.225,7.291,1,2,1.234,1.234,3.34,1,1,3.343,3.343,5.097,1,3,7.209,7.209,8.295,1,1,7.127,7.127,9.144,1,2,1.288,1.288,3.252,1,3,5.813,5.813,7.216,1,50,,5,3,4,2,2,5,4,6,1,1,1,1,6,1,4,5,5,1,2,1,1,2,2,1,4,6,8,7,3,3,10,6,2,5,5,,5,10,Maschio,22,53,carta,,,,,sasso,,forbice,,forbice,,,,,forbice,,sasso,,,,carta,,forbice,,,sasso,,,,sasso
2021-04-15 11:01:07,2021-04-15 11:17:08,0,93.70.73.209,100,960,1,2021-04-15 11:17:08,R_1IaR0ENubjF6hIs,,,,,45.5431060791016,11.54150390625,anonymous,EN,GICI0904,1,7.107,7.107,8.177,1,3,0.831,0.831,2.076,1,1,0.518,0.518,1.037,1,2,0.324,0.324,0.841,1,1,0.374,0.374,0.877,1,1,0.711,0.711,1.228,1,3,0.363,0.803,1.208,2,3,0.379,0.379,0.873,1,1,0.432,0.432,0.997,1,2,0.361,0.361,0.782,1,20,100,1,3,5,1,1,3,7,3,3,8,7,4,3,2,7,4,3,8,2,1,2,2,2,3,0,,,,0,,,,10,3,,,3,5,M,22,7,forbice,,,carta,,,,sasso,,,,forbice,,forbice,sasso,,carta,,,,forbice,,,sasso,forbice,,,sasso,,
2021-04-15 10:57:37,2021-04-15 11:18:22,0,79.1.160.4,100,1244,1,2021-04-15 11:18:22,R_XAq7MYPhd6e58LT,,,,,45.3491058349609,11.8713989257813,anonymous,EN,riar0904,1,2.359,2.359,4.622,1,1,14.458,14.458,15.731,1,3,3.668,3.668,6.427,1,2,4.602,4.602,6.641,1,2,8.83,8.83,9.933,1,3,2.697,2.697,3.532,1,2,2.084,2.084,3.164,1,2,0.737,0.737,1.506,1,2,2.422,2.422,3.362,1,2,4.76,8.515,9.7,2,0,100,7,4,5,5,6,5,4,4,6,2,3,2,5,2,5,2,6,1,3,2,4,4,3,,,,1,,,,,2,1,,,,,1,maschio,22,48,forbice,,,,sasso,,carta,,,,,carta,,,carta,,,sasso,sasso,,,sasso,,,,carta,,sasso,,
2021-04-15 10:57:41,2021-04-15 11:19:33,0,47.53.198.187,100,1311,1,2021-04-15 11:19:33,R_3CCqJ9KchnXuQSe,,,,,45.6618041992188,12.2427978515625,anonymous,EN,antv2412,1,2.123,2.123,4.108,1,1,4.691,4.691,6.658,1,1,1.505,1.505,3.398,1,1,2.006,2.006,3.889,1,1,1.457,1.457,3.829,1,1,3.092,3.092,5.328,1,1,1.462,1.462,3.262,1,1,1.439,1.439,3.287,1,1,1.651,1.651,3.868,1,1,1.861,1.861,4.071,1,100,100,1,1,1,1,1,1,2,3,5,1,1,4,8,3,3,3,4,8,5,1,3,4,4,7,0,0,0,6,0,6,0,2,2,7,0,0,0,7,M,120,19,carta,,,,carta,,,forbice,,,carta,,,forbice,sasso,,sasso,,,carta,,,forbice,,sasso,,,,carta,
2021-04-15 10:59:36,2021-04-15 11:22:17,0,87.2.191.235,100,1360,1,2021-04-15 11:22:17,R_2PAudsiS9C7ZzME,,,,,45.4936981201172,12.2449951171875,anonymous,EN,Femo1111,1,3.313,3.313,4.112,1,1,1.412,1.412,2.072,1,2,1.101,1.101,1.646,1,1,3.183,3.714,3.746,2,3,0.685,0.685,1.292,1,3,0.638,1.117,1.144,2,2,0.833,0.833,1.387,1,3,1.052,1.052,1.619,1,1,4.673,4.673,5.708,1,2,5.101,5.101,5.739,1,15,20,5,5,6,3,3,4,5,4,6,8,5,3,3,4,5,3,5,2,3,2,3,2,3,1,2,0,0,0,1,,,3,3,2,2,0,3,1,F,21,58,carta,,,,forbice,,,,carta,,forbice,,forbice,,,,,forbice,sasso,,,,,sasso,sasso,,,carta,,
2021-04-15 10:57:40,2021-04-15 11:23:39,0,93.37.208.232,100,1559,1,2021-04-15 11:23:40,R_SN9961G11WkyNFf,,,,,45.5558929443359,12.2429046630859,anonymous,EN,loco0510,3,19.72,19.72,20.801,1,2,4.277,4.277,5.354,1,2,4.828,4.828,5.976,1,3,3.862,3.862,4.977,1,3,1.138,1.138,2.24,1,1,10.071,10.071,11.488,1,3,8.965,8.965,11.047,1,3,6.213,6.213,7.377,1,3,4.034,4.034,5.46,1,2,14.151,14.151,15.261,1,0,81,3,3,3,3,3,3,5,5,3,3,6,2,4,3,5,5,5,1,4,2,4,3,2,7,0,0,0,0,10,5,0,0,0,0,5,0,0,10,Maschio,21,43,,sasso,,,,sasso,,,forbice,forbice,,,carta,,,,forbice,,,,forbice,,,carta,,,sasso,sasso,,
2021-04-15 10:58:56,2021-04-15 11:24:57,0,151.51.142.102,100,1560,1,2021-04-15 11:24:57,R_25GeTPpieIM2MJg,,,,,45.4096069335938,11.8946990966797,anonymous,EN,arpa0907,3,6.072,6.072,7.038,1,1,1.332,1.332,2.023,1,1,1.072,1.072,1.728,1,2,0.612,0.612,1.298,1,1,4.398,4.398,5.085,1,3,2.703,2.703,3.27,1,1,3.764,3.764,4.419,1,3,0.73,0.73,1.481,1,2,1.334,1.334,1.865,1,2,4.97,4.97,5.793,1,50,10,6,4,3,5,2,4,4,6,4,2,5,3,8,4,5,6,5,1,3,4,4,2,3,3,5,1,1,0,2,,,,5,,5,,,4,F,22,37,,sasso,,,sasso,,,sasso,,,,carta,,sasso,sasso,,,forbice,,carta,,,,sasso,,forbice,,forbice,,
2021-04-15 10:57:37,2021-04-15 11:39:10,0,79.24.247.254,100,2493,1,2021-04-15 11:39:11,R_3NvWlNGy9pPIpRW,,,,,45.4936981201172,12.2449951171875,anonymous,EN,leco0509,1,3.965,3.965,5.571,1,2,14.213,14.213,15.469,1,3,1.731,1.731,3.113,1,3,8.743,8.743,9.959,1,1,5.671,5.671,6.966,1,2,1.162,1.162,2.283,1,2,3.939,3.939,5.26,1,3,8.687,8.687,9.996,1,2,2.114,2.114,3.437,1,1,2.192,2.192,3.531,1,82,30,1,1,1,1,1,1,4,5,2,8,2,2,8,8,6,4,3,2,3,2,2,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,maschio,22,38,carta,,,,,forbice,sasso,,,forbice,,,,carta,sasso,sasso,,,carta,,,,,carta,,carta,,,sasso,
2021-04-15 20:28:21,2021-04-15 20:39:49,0,151.82.127.162,100,687,1,2021-04-15 20:39:49,R_27yezYoTo4OJGS1,,,,,45.4411010742188,10.7613067626953,anonymous,EN,gamo1512,1,1.214,1.214,2.176,1,1,0.7,0.7,1.761,1,1,1.81,1.81,2.91,1,1,0.898,0.898,2.216,1,2,3.03,3.03,4.066,1,3,2.448,2.448,3.567,1,1,2.248,2.248,6.958,1,3,1.333,1.333,2.496,1,2,1.374,1.374,2.968,1,1,1.906,1.906,3.106,1,40,70,3,4,5,2,2,2,2,1,2,8,1,1,3,8,2,2,4,1,2,1,1,2,1,5,2,,1,,3,1,,,1,,,,1,1,Maschio,21,16,sasso,,,,forbice,,,carta,,,sasso,,,,forbice,,,sasso,,forbice,,,,sasso,,forbice,,,carta,
2021-04-12 12:03:09,2021-04-12 12:03:32,0,5.170.225.59,1,23,0,2021-04-19 12:03:35,R_2VmbfMzRxxiiCEC,,,,,,,anonymous,EN,arel2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12 12:02:35,2021-04-12 12:03:51,0,79.41.15.119,69,76,0,2021-04-19 12:03:54,R_1E5MSmS5nBdZpGH,,,,,,,anonymous,EN,atol3107,2,1.948,1.948,3.455,1,1,0.775,0.775,2.371,1,3,1.065,1.065,2.292,1,1,0.711,0.711,2.202,1,2,0.414,0.414,1.704,1,2,1.135,1.135,2.248,1,3,1.059,1.059,2.599,1,3,1.569,1.569,2.757,1,1,1.287,1.287,2.57,1,2,0.987,0.987,2.154,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carta,,carta,,sasso,,,,carta,,,,forbice,sasso,,,,,forbice,,,sasso,forbice,,,carta,,
2021-04-12 12:02:43,2021-04-12 12:04:32,0,158.148.176.41,88,109,0,2021-04-19 12:04:33,R_equijjvbX6XZoEp,,,,,,,anonymous,EN,Inrz1211,2,0.702,0.702,1.346,1,1,0.474,3.517,4.04,4,2,0.386,0.386,0.855,1,1,0.256,0.256,0.758,1,3,0.2,0.2,0.848,1,2,0.201,0.201,0.837,1,2,0.257,0.257,0.812,1,1,0.154,0.154,0.695,1,3,0.1,0.1,0.721,1,2,0.1,0.1,0.732,1,100,14,1,1,1,1,1,1,2,2,3,4,2,2,3,5,2,4,3,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,forbice,,forbice,,,,carta,,sasso,,sasso,,,carta,,,carta,,,,sasso,,,,Q209,sasso,,
2021-04-12 12:02:37,2021-04-12 12:04:37,0,2.34.168.33,69,119,0,2021-04-19 12:04:37,R_2dzPSxd8AVlxEiE,,,,,,,anonymous,EN,HIPA0108,1,5.377,5.377,7.079,1,3,4.424,4.424,5.787,1,2,0.947,2.214,2.888,2,1,0.732,0.787,2.025,2,3,1.165,2.304,3.561,2,2,0.823,0.823,1.956,1,1,1.419,1.419,2.897,1,1,2.373,3.525,4.281,2,2,2.196,2.196,3.53,1,2,0.76,0.76,1.904,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carta,,,sasso,,,,,sasso,,forbice,,carta,,,carta,,,,forbice,,,forbice,,,carta,,carta,,
2021-04-12 12:10:19,2021-04-12 12:11:34,0,158.148.29.212,69,74,0,2021-04-19 12:11:34,R_2yd5t6m3lPLN2H9,,,,,,,anonymous,EN,Meom1222,2,3.498,3.498,4.514,1,3,5.617,5.617,6.488,1,2,1.768,1.768,2.663,1,3,3.308,3.308,4.009,1,1,1.768,1.768,2.412,1,1,0.949,0.949,1.542,1,1,0.638,0.638,1.827,1,1,0.808,0.808,1.509,1,2,0.606,0.606,1.324,1,1,0.794,0.794,1.329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carta,sasso,,,,,sasso,sasso,,,,forbice,sasso,,sasso,,,carta,,,carta,,,sasso,,,sasso,
2021-04-12 12:27:01,2021-04-12 12:27:36,0,79.46.246.37,1,35,0,2021-04-19 12:27:38,R_3O1wxSeq2Hrr62Y,,,,,,,anonymous,EN,aria0401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15 10:57:44,2021-04-15 11:15:23,0,176.206.229.154,98,1058,0,2021-04-22 11:15:24,R_27yhVHcWFW6FBOF,,,,,,,anonymous,EN,sava0304,1,2.379,2.379,3.519,1,1,1.699,1.699,4.785,1,1,0.93,0.93,3.302,1,3,0.64,0.64,1.388,1,1,1.62,1.62,2.547,1,3,1.343,1.343,2.183,1,1,1.649,1.649,2.703,1,3,8.177,10.24,11.406,3,1,0.875,0.875,1.991,1,2,1.22,1.22,1.866,1,100,40,1,1,5,3,1,1,1,5,6,1,1,3,6,1,2,5,6,1,2,1,2,3,1,2,0,0,2,1,,,,,2,1,,,1,4,,,,forbice,,,,carta,,,sasso,,carta,,,,carta,sasso,,,forbice,,carta,,,,sasso,carta,,,forbice,,
